2019-02-09 11:25:01: File Monitoring not available on: ftp://67.218.138.18
2019-02-09 11:25:01: Remote File System with No monitoring, disconnect
2019-02-09 11:26:07: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15492077339860.html' -> 'ftp://67.218.138.18/15492077339860.html' (7,594)
2019-02-09 11:26:08: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15492572516091.html' -> 'ftp://67.218.138.18/15492572516091.html' (7,361)
2019-02-09 11:26:09: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493202049462.html' -> 'ftp://67.218.138.18/15493202049462.html' (12,828)
2019-02-09 11:26:09: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493202836603.html' -> 'ftp://67.218.138.18/15493202836603.html' (7,725)
2019-02-09 11:26:10: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493203914367.html' -> 'ftp://67.218.138.18/15493203914367.html' (8,449)
2019-02-09 11:26:11: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493209866703.html' -> 'ftp://67.218.138.18/15493209866703.html' (7,878)
2019-02-09 11:26:12: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493211846680.html' -> 'ftp://67.218.138.18/15493211846680.html' (15,943)
2019-02-09 11:26:12: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493212690604.html' -> 'ftp://67.218.138.18/15493212690604.html' (8,926)
2019-02-09 11:26:13: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493212740845.html' -> 'ftp://67.218.138.18/15493212740845.html' (7,462)
2019-02-09 11:26:14: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493214273326.html' -> 'ftp://67.218.138.18/15493214273326.html' (7,645)
2019-02-09 11:26:14: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493216164928.html' -> 'ftp://67.218.138.18/15493216164928.html' (10,768)
2019-02-09 11:26:15: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493220267804.html' -> 'ftp://67.218.138.18/15493220267804.html' (8,317)
2019-02-09 11:26:16: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493249114828.html' -> 'ftp://67.218.138.18/15493249114828.html' (9,105)
2019-02-09 11:26:16: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493434506992.html' -> 'ftp://67.218.138.18/15493434506992.html' (7,930)
2019-02-09 11:26:17: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493451781498.html' -> 'ftp://67.218.138.18/15493451781498.html' (8,128)
2019-02-09 11:26:18: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493452697546.html' -> 'ftp://67.218.138.18/15493452697546.html' (8,406)
2019-02-09 11:26:18: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493454301946.html' -> 'ftp://67.218.138.18/15493454301946.html' (7,649)
2019-02-09 11:26:19: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493456064912.html' -> 'ftp://67.218.138.18/15493456064912.html' (8,012)
2019-02-09 11:26:20: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15493978106906.html' -> 'ftp://67.218.138.18/15493978106906.html' (20,013)
2019-02-09 11:26:20: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15494255484566.html' -> 'ftp://67.218.138.18/15494255484566.html' (7,477)
2019-02-09 11:26:21: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15494256473221.html' -> 'ftp://67.218.138.18/15494256473221.html' (7,877)
2019-02-09 11:26:21: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15495521851679.html' -> 'ftp://67.218.138.18/15495521851679.html' (10,176)
2019-02-09 11:26:22: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15496367642074.html' -> 'ftp://67.218.138.18/15496367642074.html' (7,810)
2019-02-09 11:26:23: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15496492722522.html' -> 'ftp://67.218.138.18/15496492722522.html' (7,765)
2019-02-09 11:26:24: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15496518592588.html' -> 'ftp://67.218.138.18/15496518592588.html' (8,613)
2019-02-09 11:26:25: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/15496816544573.html' -> 'ftp://67.218.138.18/15496816544573.html' (8,306)
2019-02-09 11:26:26: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/all.html' -> 'ftp://67.218.138.18/all.html' (11,222)
2019-02-09 11:26:26: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/all_1.html' -> 'ftp://67.218.138.18/all_1.html' (10,870)
2019-02-09 11:26:27: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/all_2.html' -> 'ftp://67.218.138.18/all_2.html' (12,760)
2019-02-09 11:26:28: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/all_3.html' -> 'ftp://67.218.138.18/all_3.html' (14,154)
2019-02-09 11:26:29: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/all_4.html' -> 'ftp://67.218.138.18/all_4.html' (18,777)
2019-02-09 11:26:29: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/all_5.html' -> 'ftp://67.218.138.18/all_5.html' (9,629)
2019-02-09 11:26:30: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/all_6.html' -> 'ftp://67.218.138.18/all_6.html' (10,553)
2019-02-09 11:26:31: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/all_7.html' -> 'ftp://67.218.138.18/all_7.html' (9,729)
2019-02-09 11:26:32: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/all_8.html' -> 'ftp://67.218.138.18/all_8.html' (10,126)
2019-02-09 11:26:32: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/all_9.html' -> 'ftp://67.218.138.18/all_9.html' (9,613)
2019-02-09 11:26:33: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/archives.html' -> 'ftp://67.218.138.18/archives.html' (28,172)
2019-02-09 11:26:34: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/atom.xml' -> 'ftp://67.218.138.18/atom.xml' (45,984)
2019-02-09 11:26:35: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Basic_Photography.html' -> 'ftp://67.218.138.18/Basic_Photography.html' (9,530)
2019-02-09 11:26:36: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/chenxianziti.html' -> 'ftp://67.218.138.18/chenxianziti.html' (7,877)
2019-02-09 11:26:36: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Design.html' -> 'ftp://67.218.138.18/Design.html' (6,588)
2019-02-09 11:26:37: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Ebooks.html' -> 'ftp://67.218.138.18/Ebooks.html' (8,179)
2019-02-09 11:26:37: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/feixugouxiezuo.html' -> 'ftp://67.218.138.18/feixugouxiezuo.html' (9,416)
2019-02-09 11:26:38: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/index.html' -> 'ftp://67.218.138.18/index.html' (11,222)
2019-02-09 11:26:39: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Link.html' -> 'ftp://67.218.138.18/Link.html' (11,842)
2019-02-09 11:26:39: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Link_1.html' -> 'ftp://67.218.138.18/Link_1.html' (14,970)
2019-02-09 11:26:40: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Link_2.html' -> 'ftp://67.218.138.18/Link_2.html' (17,430)
2019-02-09 11:26:41: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/links.html' -> 'ftp://67.218.138.18/links.html' (4,884)
2019-02-09 11:26:42: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/PowerPoint.html' -> 'ftp://67.218.138.18/PowerPoint.html' (6,736)
2019-02-09 11:26:42: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Resources.html' -> 'ftp://67.218.138.18/Resources.html' (11,197)
2019-02-09 11:26:43: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Resources_1.html' -> 'ftp://67.218.138.18/Resources_1.html' (10,958)
2019-02-09 11:26:44: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Resources_2.html' -> 'ftp://67.218.138.18/Resources_2.html' (10,273)
2019-02-09 11:26:44: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Resources_3.html' -> 'ftp://67.218.138.18/Resources_3.html' (7,129)
2019-02-09 11:26:45: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/sitemap.xml' -> 'ftp://67.218.138.18/sitemap.xml' (7,595)
2019-02-09 11:26:46: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Story.html' -> 'ftp://67.218.138.18/Story.html' (8,329)
2019-02-09 11:26:46: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/thoughts.html' -> 'ftp://67.218.138.18/thoughts.html' (9,293)
2019-02-09 11:26:47: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/thoughts_1.html' -> 'ftp://67.218.138.18/thoughts_1.html' (9,866)
2019-02-09 11:26:47: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/Writing.html' -> 'ftp://67.218.138.18/Writing.html' (9,311)
2019-02-09 11:26:48: 覆盖复制 '/Users/caoqian/Documents/WebSite/Category/网站相关 | Websites.html' -> 'ftp://67.218.138.18/网站相关 _ Websites.html' (7,657)
2019-02-09 11:26:50: == 同步完成. 历时: 00:01:00, 速度: 15.4 KB/s, 完成: 81, 错误: 0
2019-02-09 11:26:50: 
